dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,windspeed,casual,registered,cnt,day,dayInstant,pct_registered,pct_registered_hourly,pct_registered_monthly,day_night,temp*windspeed,hum^2
2011-06-10,3747,2,0,6,0,0,5,1,3,0.7,0.2239,8,61,69,10,night,0.8840579710144928,0.8163168826313831,0.7867796571831659,0,0.15672999999999998,0.42250000000000004
2011-06-10,3748,2,0,6,1,0,5,1,3,0.7,0.2239,5,18,23,10,night,0.782608695652174,0.8018548480591745,0.7867796571831659,0,0.15672999999999998,0.42250000000000004
2011-06-10,3749,2,0,6,2,0,5,1,1,0.68,0.1642,6,7,13,10,night,0.5384615384615384,0.7990380385685414,0.7867796571831659,0,0.11165600000000002,0.4760999999999999
2011-06-10,3750,2,0,6,3,0,5,1,1,0.68,0.1642,3,3,6,10,night,0.5,0.8173170279753528,0.7867796571831659,0,0.11165600000000002,0.4760999999999999
2011-06-10,3751,2,0,6,4,0,5,1,1,0.66,0.1642,0,4,4,10,night,1.0,0.8342918234201965,0.7867796571831659,0,0.10837200000000001,0.6084
2011-06-10,3752,2,0,6,5,0,5,1,1,0.66,0.1642,0,28,28,10,night,1.0,0.9090063926361744,0.7867796571831659,0,0.10837200000000001,0.6084
2011-06-10,3753,2,0,6,6,0,5,1,1,0.66,0.0896,10,94,104,10,morning,0.9038461538461539,0.9054121705685394,0.7867796571831659,0,0.059136,0.6084
2011-06-10,3754,2,0,6,7,0,5,1,1,0.72,0.1045,25,242,267,10,morning,0.9063670411985019,0.9052410889673277,0.7867796571831659,1,0.07523999999999999,0.43560000000000004
2011-06-10,3755,2,0,6,8,0,5,1,1,0.74,0.1343,29,423,452,10,morning,0.9358407079646017,0.8967975977869581,0.7867796571831659,1,0.099382,0.3364
2011-06-10,3756,2,0,6,9,0,5,1,1,0.76,0.0,37,176,213,10,morning,0.8262910798122066,0.854061979877075,0.7867796571831659,1,0.0,0.30250000000000005
2011-06-10,3757,2,0,6,10,0,5,1,1,0.78,0.0,23,88,111,10,midday,0.7927927927927928,0.7610313538911803,0.7867796571831659,1,0.0,0.27040000000000003
2011-06-10,3758,2,0,6,11,0,5,1,1,0.82,0.0,46,107,153,10,midday,0.6993464052287581,0.7484355684678509,0.7867796571831659,1,0.0,0.2116
2011-06-10,3759,2,0,6,12,0,5,1,1,0.84,0.1343,40,167,207,10,midday,0.8067632850241546,0.7706762783326729,0.7867796571831659,1,0.112812,0.1936
2011-06-10,3760,2,0,6,13,0,5,1,1,0.84,0.1045,40,149,189,10,midday,0.7883597883597884,0.7616378079174793,0.7867796571831659,1,0.08778,0.1936
2011-06-10,3761,2,0,6,14,0,5,1,1,0.86,0.0,44,121,165,10,midday,0.7333333333333333,0.7343085608927046,0.7867796571831659,1,0.0,0.1521
2011-06-10,3762,2,0,6,15,0,5,1,1,0.84,0.1045,49,163,212,10,midday,0.7688679245283019,0.7443709615117798,0.7867796571831659,1,0.08778,0.1936
2011-06-10,3763,2,0,6,16,0,5,1,1,0.82,0.2985,46,239,285,10,midday,0.8385964912280702,0.7915030545157116,0.7867796571831659,1,0.24477,0.31360000000000005
2011-06-10,3764,2,0,6,17,0,5,1,1,0.82,0.2239,63,454,517,10,midday,0.8781431334622823,0.8218719530675913,0.7867796571831659,1,0.18359799999999998,0.27040000000000003
2011-06-10,3765,2,0,6,18,0,5,1,1,0.8,0.2239,96,367,463,10,afternoon,0.7926565874730022,0.841917754177425,0.7867796571831659,1,0.17912,0.34809999999999997
2011-06-10,3766,2,0,6,19,0,5,1,1,0.78,0.194,61,245,306,10,afternoon,0.8006535947712419,0.8453556597500091,0.7867796571831659,1,0.15132,0.34809999999999997
2011-06-10,3767,2,0,6,20,0,5,1,1,0.76,0.1045,53,197,250,10,afternoon,0.788,0.8440735162678698,0.7867796571831659,1,0.07942,0.3844
2011-06-10,3768,2,0,6,21,0,5,1,1,0.76,0.1343,55,163,218,10,afternoon,0.7477064220183486,0.8463485753419405,0.7867796571831659,1,0.102068,0.43560000000000004
2011-06-10,3769,2,0,6,22,0,5,1,1,0.72,0.2537,40,145,185,10,night,0.7837837837837838,0.8437551432947441,0.7867796571831659,1,0.182664,0.5476
2011-06-10,3770,2,0,6,23,0,5,1,1,0.72,0.1642,36,110,146,10,night,0.7534246575342466,0.8388922846577078,0.7867796571831659,1,0.11822400000000001,0.5476
2011-06-11,3771,2,0,6,0,0,6,0,1,0.7,0.1343,28,89,117,11,night,0.7606837606837606,0.8163168826313831,0.7867796571831659,0,0.09401,0.6241000000000001
2011-06-11,3772,2,0,6,1,0,6,0,1,0.7,0.0896,10,67,77,11,night,0.8701298701298701,0.8018548480591745,0.7867796571831659,0,0.06272,0.6241000000000001
2011-06-11,3773,2,0,6,2,0,6,0,1,0.7,0.1045,10,50,60,11,night,0.8333333333333334,0.7990380385685414,0.7867796571831659,0,0.07314999999999999,0.6241000000000001
2011-06-11,3774,2,0,6,3,0,6,0,1,0.68,0.0896,10,18,28,11,night,0.6428571428571429,0.8173170279753528,0.7867796571831659,0,0.060928,0.6889
2011-06-11,3775,2,0,6,4,0,6,0,1,0.68,0.0896,4,9,13,11,night,0.6923076923076923,0.8342918234201965,0.7867796571831659,0,0.060928,0.6241000000000001
2011-06-11,3776,2,0,6,5,0,6,0,1,0.68,0.1343,4,12,16,11,night,0.75,0.9090063926361744,0.7867796571831659,0,0.091324,0.5476
2011-06-11,3777,2,0,6,6,0,6,0,1,0.7,0.1343,9,31,40,11,morning,0.775,0.9054121705685394,0.7867796571831659,0,0.09401,0.3721
2011-06-11,3778,2,0,6,7,0,6,0,1,0.72,0.194,18,50,68,11,morning,0.7352941176470589,0.9052410889673277,0.7867796571831659,1,0.13968,0.3364
2011-06-11,3779,2,0,6,8,0,6,0,1,0.74,0.194,32,111,143,11,morning,0.7762237762237763,0.8967975977869581,0.7867796571831659,1,0.14356,0.3364
2011-06-11,3780,2,0,6,9,0,6,0,1,0.74,0.1343,59,171,230,11,morning,0.7434782608695653,0.854061979877075,0.7867796571831659,1,0.099382,0.3844
2011-06-11,3781,2,0,6,10,0,6,0,1,0.74,0.1642,91,173,264,11,midday,0.6553030303030303,0.7610313538911803,0.7867796571831659,1,0.121508,0.3364
2011-06-11,3782,2,0,6,11,0,6,0,1,0.76,0.1343,110,215,325,11,midday,0.6615384615384615,0.7484355684678509,0.7867796571831659,1,0.102068,0.3844
2011-06-11,3783,2,0,6,12,0,6,0,1,0.8,0.2239,112,235,347,11,midday,0.6772334293948127,0.7706762783326729,0.7867796571831659,1,0.17912,0.30250000000000005
2011-06-11,3784,2,0,6,13,0,6,0,1,0.8,0.194,150,237,387,11,midday,0.6124031007751938,0.7616378079174793,0.7867796571831659,1,0.1552,0.30250000000000005
2011-06-11,3785,2,0,6,14,0,6,0,1,0.82,0.1045,148,232,380,11,midday,0.6105263157894737,0.7343085608927046,0.7867796571831659,1,0.08568999999999999,0.24009999999999998
2011-06-11,3786,2,0,6,15,0,6,0,1,0.82,0.1045,142,232,374,11,midday,0.6203208556149733,0.7443709615117798,0.7867796571831659,1,0.08568999999999999,0.24009999999999998
2011-06-11,3787,2,0,6,16,0,6,0,2,0.8,0.194,169,225,394,11,midday,0.5710659898477157,0.7915030545157116,0.7867796571831659,1,0.1552,0.2116
2011-06-11,3788,2,0,6,17,0,6,0,2,0.74,0.1642,147,190,337,11,midday,0.5637982195845698,0.8218719530675913,0.7867796571831659,1,0.121508,0.3364
2011-06-11,3789,2,0,6,18,0,6,0,2,0.72,0.1343,131,155,286,11,afternoon,0.541958041958042,0.841917754177425,0.7867796571831659,1,0.096696,0.3844
2011-06-11,3790,2,0,6,19,0,6,0,1,0.7,0.194,97,167,264,11,afternoon,0.6325757575757576,0.8453556597500091,0.7867796571831659,1,0.1358,0.42250000000000004
2011-06-11,3791,2,0,6,20,0,6,0,1,0.68,0.2537,95,180,275,11,afternoon,0.6545454545454545,0.8440735162678698,0.7867796571831659,1,0.172516,0.5476
2011-06-11,3792,2,0,6,21,0,6,0,1,0.66,0.2239,76,144,220,11,afternoon,0.6545454545454545,0.8463485753419405,0.7867796571831659,1,0.147774,0.5476
2011-06-11,3793,2,0,6,22,0,6,0,1,0.66,0.2239,53,137,190,11,night,0.7210526315789474,0.8437551432947441,0.7867796571831659,1,0.147774,0.6084
2011-06-11,3794,2,0,6,23,0,6,0,1,0.66,0.1045,24,107,131,11,night,0.816793893129771,0.8388922846577078,0.7867796571831659,1,0.06897,0.5476
2011-06-12,3795,2,0,6,0,0,0,0,1,0.66,0.2239,19,100,119,12,night,0.8403361344537815,0.8163168826313831,0.7867796571831659,0,0.147774,0.6084
2011-06-12,3796,2,0,6,1,0,0,0,1,0.64,0.1045,19,74,93,12,night,0.7956989247311828,0.8018548480591745,0.7867796571831659,0,0.06688,0.6889
2011-06-12,3797,2,0,6,2,0,0,0,1,0.64,0.2537,9,57,66,12,night,0.8636363636363636,0.7990380385685414,0.7867796571831659,0,0.16236799999999998,0.7921
2011-06-12,3798,2,0,6,3,0,0,0,1,0.64,0.2836,8,20,28,12,night,0.7142857142857143,0.8173170279753528,0.7867796571831659,0,0.18150400000000003,0.7921
2011-06-12,3799,2,0,6,4,0,0,0,1,0.62,0.1642,8,6,14,12,night,0.42857142857142855,0.8342918234201965,0.7867796571831659,0,0.101804,0.7744
2011-06-12,3800,2,0,6,5,0,0,0,1,0.62,0.2239,5,5,10,12,night,0.5,0.9090063926361744,0.7867796571831659,0,0.138818,0.7744
2011-06-12,3801,2,0,6,6,0,0,0,1,0.62,0.1045,5,9,14,12,morning,0.6428571428571429,0.9054121705685394,0.7867796571831659,0,0.06479,0.7744
2011-06-12,3802,2,0,6,7,0,0,0,1,0.64,0.1045,7,27,34,12,morning,0.7941176470588235,0.9052410889673277,0.7867796571831659,1,0.06688,0.6084
2011-06-12,3803,2,0,6,8,0,0,0,1,0.7,0.0,28,64,92,12,morning,0.6956521739130435,0.8967975977869581,0.7867796571831659,1,0.0,0.5476
2011-06-12,3804,2,0,6,9,0,0,0,1,0.72,0.0,75,107,182,12,morning,0.5879120879120879,0.854061979877075,0.7867796571831659,1,0.0,0.43560000000000004
2011-06-12,3805,2,0,6,10,0,0,0,1,0.76,0.0896,120,191,311,12,midday,0.6141479099678456,0.7610313538911803,0.7867796571831659,1,0.068096,0.3364
2011-06-12,3806,2,0,6,11,0,0,0,1,0.78,0.1045,131,236,367,12,midday,0.6430517711171662,0.7484355684678509,0.7867796571831659,1,0.08151,0.30250000000000005
2011-06-12,3807,2,0,6,12,0,0,0,1,0.82,0.0,176,244,420,12,midday,0.580952380952381,0.7706762783326729,0.7867796571831659,1,0.0,0.2116
2011-06-12,3808,2,0,6,13,0,0,0,1,0.78,0.2836,109,264,373,12,midday,0.707774798927614,0.7616378079174793,0.7867796571831659,1,0.22120800000000002,0.34809999999999997
2011-06-12,3809,2,0,6,14,0,0,0,1,0.82,0.2537,96,219,315,12,midday,0.6952380952380952,0.7343085608927046,0.7867796571831659,1,0.20803399999999997,0.31360000000000005
2011-06-12,3810,2,0,6,15,0,0,0,1,0.8,0.2985,142,218,360,12,midday,0.6055555555555555,0.7443709615117798,0.7867796571831659,1,0.2388,0.34809999999999997
2011-06-12,3811,2,0,6,16,0,0,0,3,0.68,0.2836,115,235,350,12,midday,0.6714285714285714,0.7915030545157116,0.7867796571831659,1,0.19284800000000002,0.6889
2011-06-12,3812,2,0,6,17,0,0,0,3,0.68,0.2836,94,158,252,12,midday,0.626984126984127,0.8218719530675913,0.7867796571831659,1,0.19284800000000002,0.6889
2011-06-12,3813,2,0,6,18,0,0,0,1,0.7,0.1642,69,187,256,12,afternoon,0.73046875,0.841917754177425,0.7867796571831659,1,0.11494,0.5476
2011-06-12,3814,2,0,6,19,0,0,0,1,0.7,0.1045,67,156,223,12,afternoon,0.6995515695067265,0.8453556597500091,0.7867796571831659,1,0.07314999999999999,0.5476
2011-06-12,3815,2,0,6,20,0,0,0,1,0.66,0.1642,62,144,206,12,afternoon,0.6990291262135923,0.8440735162678698,0.7867796571831659,1,0.10837200000000001,0.6889
2011-06-12,3816,2,0,6,21,0,0,0,1,0.66,0.1045,39,101,140,12,afternoon,0.7214285714285714,0.8463485753419405,0.7867796571831659,1,0.06897,0.6889
2011-06-12,3817,2,0,6,22,0,0,0,1,0.64,0.1343,31,97,128,12,night,0.7578125,0.8437551432947441,0.7867796571831659,1,0.085952,0.6889
2011-06-12,3818,2,0,6,23,0,0,0,1,0.64,0.194,33,74,107,12,night,0.6915887850467289,0.8388922846577078,0.7867796571831659,1,0.12416,0.6084
2011-06-13,3819,2,0,6,0,0,1,1,1,0.64,0.1343,8,20,28,13,night,0.7142857142857143,0.8163168826313831,0.7867796571831659,0,0.085952,0.6084
2011-06-13,3820,2,0,6,1,0,1,1,1,0.64,0.2239,6,10,16,13,night,0.625,0.8018548480591745,0.7867796571831659,0,0.143296,0.5328999999999999
2011-06-13,3821,2,0,6,2,0,1,1,1,0.62,0.2836,2,8,10,13,night,0.8,0.7990380385685414,0.7867796571831659,0,0.17583200000000002,0.5328999999999999
2011-06-13,3822,2,0,6,3,0,1,1,1,0.6,0.4925,1,6,7,13,night,0.8571428571428571,0.8173170279753528,0.7867796571831659,0,0.2955,0.36
2011-06-13,3823,2,0,6,4,0,1,1,1,0.56,0.2985,1,3,4,13,night,0.75,0.8342918234201965,0.7867796571831659,0,0.16716,0.4096
2011-06-13,3824,2,0,6,5,0,1,1,1,0.54,0.3881,2,27,29,13,night,0.9310344827586207,0.9090063926361744,0.7867796571831659,0,0.209574,0.4096
2011-06-13,3825,2,0,6,6,0,1,1,1,0.54,0.4179,7,98,105,13,morning,0.9333333333333333,0.9054121705685394,0.7867796571831659,0,0.225666,0.4096
2011-06-13,3826,2,0,6,7,0,1,1,1,0.56,0.3582,26,302,328,13,morning,0.9207317073170732,0.9052410889673277,0.7867796571831659,1,0.20059200000000002,0.31360000000000005
2011-06-13,3827,2,0,6,8,0,1,1,1,0.58,0.4478,44,432,476,13,morning,0.907563025210084,0.8967975977869581,0.7867796571831659,1,0.25972399999999995,0.24009999999999998
2011-06-13,3828,2,0,6,9,0,1,1,1,0.62,0.3582,35,189,224,13,morning,0.84375,0.854061979877075,0.7867796571831659,1,0.222084,0.2116
2011-06-13,3829,2,0,6,10,0,1,1,1,0.64,0.3284,38,80,118,13,midday,0.6779661016949152,0.7610313538911803,0.7867796571831659,1,0.21017600000000003,0.16809999999999997
2011-06-13,3830,2,0,6,11,0,1,1,1,0.66,0.2985,53,106,159,13,midday,0.6666666666666666,0.7484355684678509,0.7867796571831659,1,0.19701,0.16809999999999997
2011-06-13,3831,2,0,6,12,0,1,1,1,0.66,0.2836,35,161,196,13,midday,0.8214285714285714,0.7706762783326729,0.7867796571831659,1,0.187176,0.16809999999999997
2011-06-13,3832,2,0,6,13,0,1,1,1,0.7,0.0,53,174,227,13,midday,0.7665198237885462,0.7616378079174793,0.7867796571831659,1,0.0,0.1369
2011-06-13,3833,2,0,6,14,0,1,1,1,0.7,0.2537,55,145,200,13,midday,0.725,0.7343085608927046,0.7867796571831659,1,0.17758999999999997,0.11560000000000002
2011-06-13,3834,2,0,6,15,0,1,1,1,0.7,0.4478,58,127,185,13,midday,0.6864864864864865,0.7443709615117798,0.7867796571831659,1,0.31345999999999996,0.1369
2011-06-13,3835,2,0,6,16,0,1,1,1,0.7,0.4179,64,262,326,13,midday,0.803680981595092,0.7915030545157116,0.7867796571831659,1,0.29252999999999996,0.1369
2011-06-13,3836,2,0,6,17,0,1,1,1,0.7,0.3284,72,529,601,13,midday,0.8801996672212978,0.8218719530675913,0.7867796571831659,1,0.22988,0.1521
2011-06-13,3837,2,0,6,18,0,1,1,1,0.7,0.3582,76,510,586,13,afternoon,0.8703071672354948,0.841917754177425,0.7867796571831659,1,0.25074,0.1369
2011-06-13,3838,2,0,6,19,0,1,1,1,0.66,0.2836,75,348,423,13,afternoon,0.8226950354609929,0.8453556597500091,0.7867796571831659,1,0.187176,0.1521
2011-06-13,3839,2,0,6,20,0,1,1,1,0.64,0.2537,78,253,331,13,afternoon,0.7643504531722054,0.8440735162678698,0.7867796571831659,1,0.16236799999999998,0.1936
2011-06-13,3840,2,0,6,21,0,1,1,1,0.64,0.2537,40,178,218,13,afternoon,0.8165137614678899,0.8463485753419405,0.7867796571831659,1,0.16236799999999998,0.16809999999999997
2011-06-13,3841,2,0,6,22,0,1,1,1,0.62,0.2239,20,114,134,13,night,0.8507462686567164,0.8437551432947441,0.7867796571831659,1,0.138818,0.2116
2011-06-13,3842,2,0,6,23,0,1,1,1,0.62,0.194,14,75,89,13,night,0.8426966292134831,0.8388922846577078,0.7867796571831659,1,0.12028,0.2116
2011-06-14,3843,2,0,6,0,0,2,1,1,0.6,0.194,13,18,31,14,night,0.5806451612903226,0.8163168826313831,0.7867796571831659,0,0.1164,0.24009999999999998
2011-06-14,3844,2,0,6,1,0,2,1,1,0.6,0.2537,3,10,13,14,night,0.7692307692307693,0.8018548480591745,0.7867796571831659,0,0.15222,0.24009999999999998
2011-06-14,3845,2,0,6,2,0,2,1,1,0.6,0.2836,2,8,10,14,night,0.8,0.7990380385685414,0.7867796571831659,0,0.17016,0.24009999999999998
2011-06-14,3846,2,0,6,3,0,2,1,1,0.58,0.3284,1,1,2,14,night,0.5,0.8173170279753528,0.7867796571831659,0,0.190472,0.28090000000000004
2011-06-14,3847,2,0,6,4,0,2,1,1,0.54,0.2537,0,3,3,14,night,1.0,0.8342918234201965,0.7867796571831659,0,0.136998,0.36
2011-06-14,3848,2,0,6,5,0,2,1,1,0.54,0.3284,3,23,26,14,night,0.8846153846153846,0.9090063926361744,0.7867796571831659,0,0.17733600000000002,0.31360000000000005
2011-06-14,3849,2,0,6,6,0,2,1,1,0.54,0.2985,6,107,113,14,morning,0.9469026548672567,0.9054121705685394,0.7867796571831659,0,0.16119,0.31360000000000005
2011-06-14,3850,2,0,6,7,0,2,1,1,0.56,0.4179,19,346,365,14,morning,0.947945205479452,0.9052410889673277,0.7867796571831659,1,0.234024,0.27040000000000003
2011-06-14,3851,2,0,6,8,0,2,1,1,0.58,0.3881,45,441,486,14,morning,0.9074074074074074,0.8967975977869581,0.7867796571831659,1,0.225098,0.24009999999999998
2011-06-14,3852,2,0,6,9,0,2,1,1,0.62,0.194,19,174,193,14,morning,0.9015544041450777,0.854061979877075,0.7867796571831659,1,0.12028,0.2116
2011-06-14,3853,2,0,6,10,0,2,1,1,0.62,0.2239,33,97,130,14,midday,0.7461538461538462,0.7610313538911803,0.7867796571831659,1,0.138818,0.2116
2011-06-14,3854,2,0,6,11,0,2,1,1,0.64,0.2836,40,103,143,14,midday,0.7202797202797203,0.7484355684678509,0.7867796571831659,1,0.18150400000000003,0.16809999999999997
2011-06-14,3855,2,0,6,12,0,2,1,1,0.64,0.3582,30,139,169,14,midday,0.8224852071005917,0.7706762783326729,0.7867796571831659,1,0.229248,0.16809999999999997
2011-06-14,3856,2,0,6,13,0,2,1,1,0.64,0.2239,33,176,209,14,midday,0.8421052631578947,0.7616378079174793,0.7867796571831659,1,0.143296,0.1936
2011-06-14,3857,2,0,6,14,0,2,1,2,0.64,0.194,41,118,159,14,midday,0.7421383647798742,0.7343085608927046,0.7867796571831659,1,0.12416,0.22089999999999999
2011-06-14,3858,2,0,6,15,0,2,1,1,0.64,0.1642,42,136,178,14,midday,0.7640449438202247,0.7443709615117798,0.7867796571831659,1,0.10508800000000001,0.22089999999999999
2011-06-14,3859,2,0,6,16,0,2,1,1,0.68,0.194,51,279,330,14,midday,0.8454545454545455,0.7915030545157116,0.7867796571831659,1,0.13192,0.16809999999999997
2011-06-14,3860,2,0,6,17,0,2,1,3,0.64,0.2836,85,484,569,14,midday,0.8506151142355008,0.8218719530675913,0.7867796571831659,1,0.18150400000000003,0.25
2011-06-14,3861,2,0,6,18,0,2,1,1,0.62,0.3284,65,473,538,14,afternoon,0.879182156133829,0.841917754177425,0.7867796571831659,1,0.203608,0.2601
2011-06-14,3862,2,0,6,19,0,2,1,1,0.64,0.3582,51,335,386,14,afternoon,0.8678756476683938,0.8453556597500091,0.7867796571831659,1,0.229248,0.25
2011-06-14,3863,2,0,6,20,0,2,1,1,0.6,0.1642,60,237,297,14,afternoon,0.797979797979798,0.8440735162678698,0.7867796571831659,1,0.09852000000000001,0.31360000000000005
2011-06-14,3864,2,0,6,21,0,2,1,1,0.6,0.2985,37,206,243,14,afternoon,0.8477366255144033,0.8463485753419405,0.7867796571831659,1,0.17909999999999998,0.31360000000000005
2011-06-14,3865,2,0,6,22,0,2,1,1,0.58,0.2239,29,159,188,14,night,0.8457446808510638,0.8437551432947441,0.7867796571831659,1,0.12986199999999998,0.36
2011-06-14,3866,2,0,6,23,0,2,1,1,0.56,0.2239,19,91,110,14,night,0.8272727272727273,0.8388922846577078,0.7867796571831659,1,0.125384,0.4624000000000001
2011-06-15,3867,2,0,6,0,0,3,1,1,0.56,0.3582,8,44,52,15,night,0.8461538461538461,0.8163168826313831,0.7867796571831659,0,0.20059200000000002,0.4096
2011-06-15,3868,2,0,6,1,0,3,1,1,0.54,0.2836,0,14,14,15,night,1.0,0.8018548480591745,0.7867796571831659,0,0.15314400000000003,0.4096
2011-06-15,3869,2,0,6,2,0,3,1,1,0.52,0.2239,0,9,9,15,night,1.0,0.7990380385685414,0.7867796571831659,0,0.116428,0.39690000000000003
2011-06-15,3870,2,0,6,3,0,3,1,1,0.5,0.2537,0,1,1,15,night,1.0,0.8173170279753528,0.7867796571831659,0,0.12685,0.4624000000000001
2011-06-15,3871,2,0,6,4,0,3,1,1,0.5,0.2836,0,4,4,15,night,1.0,0.8342918234201965,0.7867796571831659,0,0.1418,0.39690000000000003
2011-06-15,3872,2,0,6,5,0,3,1,1,0.48,0.2836,1,20,21,15,night,0.9523809523809523,0.9090063926361744,0.7867796571831659,0,0.136128,0.4489000000000001
2011-06-15,3873,2,0,6,6,0,3,1,1,0.5,0.2537,11,110,121,15,morning,0.9090909090909091,0.9054121705685394,0.7867796571831659,0,0.12685,0.39690000000000003
2011-06-15,3874,2,0,6,7,0,3,1,1,0.54,0.1343,22,348,370,15,morning,0.9405405405405406,0.9052410889673277,0.7867796571831659,1,0.072522,0.36
2011-06-15,3875,2,0,6,8,0,3,1,1,0.58,0.1343,53,445,498,15,morning,0.893574297188755,0.8967975977869581,0.7867796571831659,1,0.07789399999999999,0.28090000000000004
2011-06-15,3876,2,0,6,9,0,3,1,1,0.6,0.0,22,185,207,15,morning,0.893719806763285,0.854061979877075,0.7867796571831659,1,0.0,0.24009999999999998
2011-06-15,3877,2,0,6,10,0,3,1,1,0.64,0.1642,27,108,135,15,midday,0.8,0.7610313538911803,0.7867796571831659,1,0.10508800000000001,0.22089999999999999
2011-06-15,3878,2,0,6,11,0,3,1,1,0.68,0.0,49,115,164,15,midday,0.7012195121951219,0.7484355684678509,0.7867796571831659,1,0.0,0.1296
2011-06-15,3879,2,0,6,12,0,3,1,1,0.7,0.2239,33,178,211,15,midday,0.8436018957345972,0.7706762783326729,0.7867796571831659,1,0.15672999999999998,0.11560000000000002
2011-06-15,3880,2,0,6,13,0,3,1,1,0.74,0.2836,43,146,189,15,midday,0.7724867724867724,0.7616378079174793,0.7867796571831659,1,0.20986400000000002,0.07840000000000001
2011-06-15,3881,2,0,6,14,0,3,1,1,0.74,0.0,50,128,178,15,midday,0.7191011235955056,0.7343085608927046,0.7867796571831659,1,0.0,0.07840000000000001
2011-06-15,3882,2,0,6,15,0,3,1,1,0.76,0.0,33,131,164,15,midday,0.7987804878048781,0.7443709615117798,0.7867796571831659,1,0.0,0.0729
2011-06-15,3883,2,0,6,16,0,3,1,1,0.76,0.1343,47,265,312,15,midday,0.8493589743589743,0.7915030545157116,0.7867796571831659,1,0.102068,0.0729
2011-06-15,3885,2,0,6,18,0,3,1,1,0.72,0.1343,80,527,607,15,afternoon,0.8682042833607908,0.841917754177425,0.7867796571831659,1,0.096696,0.1024
2011-06-15,3886,2,0,6,19,0,3,1,1,0.7,0.2836,54,362,416,15,afternoon,0.8701923076923077,0.8453556597500091,0.7867796571831659,1,0.19852,0.1369
2011-06-15,3887,2,0,6,20,0,3,1,1,0.66,0.1642,57,273,330,15,afternoon,0.8272727272727273,0.8440735162678698,0.7867796571831659,1,0.10837200000000001,0.1936
2011-06-15,3888,2,0,6,21,0,3,1,1,0.64,0.2239,48,209,257,15,afternoon,0.8132295719844358,0.8463485753419405,0.7867796571831659,1,0.143296,0.22089999999999999
2011-06-15,3889,2,0,6,22,0,3,1,1,0.62,0.1045,31,144,175,15,night,0.8228571428571428,0.8437551432947441,0.7867796571831659,1,0.06479,0.25
2011-06-15,3890,2,0,6,23,0,3,1,1,0.62,0.0,17,90,107,15,night,0.8411214953271028,0.8388922846577078,0.7867796571831659,1,0.0,0.28090000000000004
2011-06-16,3891,2,0,6,0,0,4,1,1,0.6,0.1045,9,38,47,16,night,0.8085106382978723,0.8163168826313831,0.7867796571831659,0,0.06269999999999999,0.31360000000000005
2011-06-16,3892,2,0,6,1,0,4,1,1,0.58,0.0,4,13,17,16,night,0.7647058823529411,0.8018548480591745,0.7867796571831659,0,0.0,0.36
2011-06-16,3893,2,0,6,2,0,4,1,1,0.6,0.0896,1,4,5,16,night,0.8,0.7990380385685414,0.7867796571831659,0,0.053759999999999995,0.31360000000000005
2011-06-16,3894,2,0,6,3,0,4,1,2,0.56,0.0896,0,4,4,16,night,1.0,0.8173170279753528,0.7867796571831659,0,0.050176000000000005,0.5328999999999999
2011-06-16,3895,2,0,6,4,0,4,1,2,0.56,0.1045,0,6,6,16,night,1.0,0.8342918234201965,0.7867796571831659,0,0.05852,0.4624000000000001
2011-06-16,3896,2,0,6,5,0,4,1,1,0.6,0.194,7,18,25,16,night,0.72,0.9090063926361744,0.7867796571831659,0,0.1164,0.4096
2011-06-16,3897,2,0,6,6,0,4,1,3,0.58,0.1642,8,104,112,16,morning,0.9285714285714286,0.9054121705685394,0.7867796571831659,0,0.095236,0.5328999999999999
2011-06-16,3898,2,0,6,7,0,4,1,3,0.56,0.1642,16,172,188,16,morning,0.9148936170212766,0.9052410889673277,0.7867796571831659,1,0.09195200000000002,0.6084
2011-06-16,3899,2,0,6,8,0,4,1,2,0.6,0.1343,24,364,388,16,morning,0.9381443298969072,0.8967975977869581,0.7867796571831659,1,0.08058,0.4760999999999999
2011-06-16,3900,2,0,6,9,0,4,1,2,0.62,0.194,29,232,261,16,morning,0.8888888888888888,0.854061979877075,0.7867796571831659,1,0.12028,0.42250000000000004
2011-06-16,3901,2,0,6,10,0,4,1,2,0.66,0.2537,18,103,121,16,midday,0.8512396694214877,0.7610313538911803,0.7867796571831659,1,0.167442,0.3721
2011-06-16,3902,2,0,6,11,0,4,1,2,0.68,0.2985,33,117,150,16,midday,0.78,0.7484355684678509,0.7867796571831659,1,0.20298,0.3721
2011-06-16,3903,2,0,6,12,0,4,1,1,0.72,0.3881,41,165,206,16,midday,0.8009708737864077,0.7706762783326729,0.7867796571831659,1,0.279432,0.2916
2011-06-16,3904,2,0,6,13,0,4,1,2,0.72,0.2537,37,114,151,16,midday,0.7549668874172185,0.7616378079174793,0.7867796571831659,1,0.182664,0.2916
2011-06-16,3905,2,0,6,14,0,4,1,2,0.72,0.3284,39,114,153,16,midday,0.7450980392156863,0.7343085608927046,0.7867796571831659,1,0.23644800000000002,0.2916
2011-06-16,3906,2,0,6,15,0,4,1,2,0.7,0.2985,32,127,159,16,midday,0.7987421383647799,0.7443709615117798,0.7867796571831659,1,0.20894999999999997,0.3721
2011-06-16,3907,2,0,6,16,0,4,1,3,0.66,0.194,36,258,294,16,midday,0.8775510204081632,0.7915030545157116,0.7867796571831659,1,0.12804000000000001,0.4760999999999999
