dteday,hr,holiday,workingday,temp,hum^2,windspeed,temp*windspeed,day_night,pct_registered_hourly,pct_registered_monthly,season_1,season_2,season_3,season_4,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_1,weathersit_2,weathersit_3,weathersit_4,dayInstant_afternoon,dayInstant_midday,dayInstant_morning,dayInstant_night
2011-04-25,5,0,1,0.46,1.0,0.0,0.0,0,0.9090063926361744,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-04-25,6,0,1,0.5,1.0,0.0,0.0,0,0.9054121705685394,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2011-04-25,7,0,1,0.52,1.0,0.0896,0.046592,1,0.9052410889673276,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2011-04-25,8,0,1,0.56,0.7744,0.1045,0.05852,1,0.8967975977869581,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2011-04-25,9,0,1,0.6,0.6889,0.1343,0.08058,1,0.854061979877075,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2011-04-25,10,0,1,0.64,0.5328999999999999,0.2239,0.143296,1,0.7610313538911803,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-25,11,0,1,0.64,0.5328999999999999,0.2239,0.143296,1,0.7484355684678509,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-25,12,0,1,0.66,0.5476,0.2537,0.167442,1,0.7706762783326729,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-25,13,0,1,0.7,0.4225,0.2239,0.1567299999999999,1,0.7616378079174793,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-25,14,0,1,0.72,0.2916,0.2239,0.161208,1,0.7343085608927046,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-25,15,0,1,0.74,0.2601,0.2239,0.165686,1,0.7443709615117798,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-25,16,0,1,0.7,0.2916,0.3582,0.25074,1,0.7915030545157116,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-25,17,0,1,0.7,0.2916,0.2985,0.2089499999999999,1,0.8218719530675913,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-25,18,0,1,0.68,0.3248999999999999,0.3582,0.243576,1,0.841917754177425,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-04-25,19,0,1,0.66,0.3248999999999999,0.3284,0.216744,1,0.8453556597500091,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-04-25,20,0,1,0.66,0.3721,0.2836,0.187176,1,0.8440735162678698,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-04-25,21,0,1,0.62,0.4760999999999999,0.2537,0.157294,1,0.8463485753419405,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-04-25,22,0,1,0.6,0.5328999999999999,0.2985,0.1790999999999999,1,0.8437551432947441,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-04-25,23,0,1,0.58,0.6084,0.2836,0.164488,1,0.8388922846577078,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-04-26,0,0,1,0.62,0.4760999999999999,0.2836,0.175832,0,0.8163168826313831,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-04-26,1,0,1,0.62,0.5328999999999999,0.2836,0.175832,0,0.8018548480591745,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-04-26,2,0,1,0.56,0.6889,0.3284,0.183904,0,0.7990380385685414,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-04-26,3,0,1,0.54,0.7744,0.2836,0.153144,0,0.8173170279753528,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-04-26,4,0,1,0.56,0.6889,0.2537,0.142072,0,0.8342918234201965,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-04-26,5,0,1,0.54,0.7744,0.2537,0.136998,0,0.9090063926361744,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-04-26,6,0,1,0.56,0.7744,0.2239,0.125384,0,0.9054121705685394,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2011-04-26,7,0,1,0.58,0.6889,0.2985,0.1731299999999999,1,0.9052410889673276,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2011-04-26,8,0,1,0.58,0.6889,0.2985,0.1731299999999999,1,0.8967975977869581,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2011-04-26,9,0,1,0.64,0.5328999999999999,0.3582,0.229248,1,0.854061979877075,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2011-04-26,10,0,1,0.66,0.4760999999999999,0.3582,0.236412,1,0.7610313538911803,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-26,11,0,1,0.68,0.4225,0.3881,0.263908,1,0.7484355684678509,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-26,12,0,1,0.7,0.3721,0.4179,0.2925299999999999,1,0.7706762783326729,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-26,13,0,1,0.74,0.2601,0.4478,0.331372,1,0.7616378079174793,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-26,14,0,1,0.72,0.3364,0.3284,0.236448,1,0.7343085608927046,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-26,15,0,1,0.7,0.3721,0.3582,0.25074,1,0.7443709615117798,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-26,16,0,1,0.7,0.3364,0.3881,0.2716699999999999,1,0.7915030545157116,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-26,17,0,1,0.68,0.3721,0.3582,0.243576,1,0.8218719530675913,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-04-26,18,0,1,0.68,0.4225,0.4478,0.304504,1,0.841917754177425,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-04-26,19,0,1,0.64,0.5328999999999999,0.4179,0.267456,1,0.8453556597500091,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-04-26,20,0,1,0.64,0.5328999999999999,0.3582,0.229248,1,0.8440735162678698,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-04-26,21,0,1,0.62,0.6084,0.2836,0.175832,1,0.8463485753419405,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-04-26,22,0,1,0.6,0.6889,0.194,0.1164,1,0.8437551432947441,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-04-26,23,0,1,0.6,0.6889,0.2239,0.13434,1,0.8388922846577078,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-04-27,0,0,1,0.6,0.6889,0.2239,0.13434,0,0.8163168826313831,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2011-04-27,1,0,1,0.6,0.6889,0.2537,0.15222,0,0.8018548480591745,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2011-04-27,2,0,1,0.58,0.7744,0.2537,0.1471459999999999,0,0.7990380385685414,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2011-04-27,3,0,1,0.58,0.7744,0.2836,0.164488,0,0.8173170279753528,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2011-04-27,4,0,1,0.56,0.8835999999999999,0.2239,0.125384,0,0.8342918234201965,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2011-04-27,5,0,1,0.56,0.8835999999999999,0.2537,0.142072,0,0.9090063926361744,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2011-04-27,6,0,1,0.56,0.8835999999999999,0.2537,0.142072,0,0.9054121705685394,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2011-04-27,7,0,1,0.58,0.7744,0.2836,0.164488,1,0.9052410889673276,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-04-27,8,0,1,0.58,0.7744,0.3284,0.190472,1,0.8967975977869581,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-04-27,9,0,1,0.6,0.7744,0.4179,0.2507399999999999,1,0.854061979877075,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-04-27,10,0,1,0.62,0.6889,0.2836,0.175832,1,0.7610313538911803,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2011-04-27,11,0,1,0.64,0.6084,0.2836,0.181504,1,0.7484355684678509,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2011-04-27,12,0,1,0.66,0.6084,0.3284,0.216744,1,0.7706762783326729,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-04-27,13,0,1,0.64,0.6084,0.2985,0.19104,1,0.7616378079174793,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-04-27,14,0,1,0.68,0.5476,0.2836,0.192848,1,0.7343085608927046,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-04-27,15,0,1,0.7,0.4225,0.4925,0.34475,1,0.7443709615117798,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-04-27,16,0,1,0.7,0.4899999999999999,0.3881,0.2716699999999999,1,0.7915030545157116,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-04-27,17,0,1,0.66,0.6889,0.3881,0.256146,1,0.8218719530675913,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2011-04-27,18,0,1,0.66,0.6889,0.3881,0.256146,1,0.841917754177425,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2011-04-27,19,0,1,0.62,0.6084,0.2836,0.175832,1,0.8453556597500091,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2011-04-27,20,0,1,0.64,0.6889,0.3284,0.210176,1,0.8440735162678698,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2011-04-27,21,0,1,0.62,0.7744,0.2836,0.175832,1,0.8463485753419405,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2011-04-27,22,0,1,0.62,0.7744,0.3284,0.203608,1,0.8437551432947441,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2011-04-27,23,0,1,0.62,0.7744,0.3582,0.222084,1,0.8388922846577078,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2011-04-28,0,0,1,0.64,0.6084,0.3582,0.229248,0,0.8163168826313831,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2011-04-28,1,0,1,0.62,0.6889,0.3881,0.240622,0,0.8018548480591745,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2011-04-28,2,0,1,0.62,0.6889,0.4478,0.277636,0,0.7990380385685414,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2011-04-28,3,0,1,0.64,0.6084,0.3881,0.248384,0,0.8173170279753528,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2011-04-28,4,0,1,0.62,0.6889,0.4179,0.259098,0,0.8342918234201965,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2011-04-28,5,0,1,0.62,0.6889,0.3881,0.240622,0,0.9090063926361744,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2011-04-28,6,0,1,0.64,0.6084,0.4627,0.296128,0,0.9054121705685394,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-04-28,7,0,1,0.64,0.6084,0.4478,0.286592,1,0.9052410889673276,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-04-28,8,0,1,0.66,0.6084,0.4478,0.295548,1,0.8967975977869581,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-04-28,9,0,1,0.62,0.7744,0.3284,0.203608,1,0.854061979877075,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2011-04-28,10,0,1,0.62,0.7744,0.2836,0.175832,1,0.7610313538911803,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2011-04-28,11,0,1,0.62,0.6889,0.2836,0.175832,1,0.7484355684678509,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2011-04-28,12,0,1,0.62,0.6084,0.2537,0.157294,1,0.7706762783326729,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2011-04-28,13,0,1,0.62,0.6889,0.2985,0.1850699999999999,1,0.7616378079174793,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2011-04-28,14,0,1,0.62,0.6889,0.2985,0.1850699999999999,1,0.7343085608927046,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2011-04-28,15,0,1,0.66,0.4760999999999999,0.3284,0.216744,1,0.7443709615117798,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2011-04-28,16,0,1,0.62,0.6084,0.2537,0.157294,1,0.7915030545157116,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2011-04-28,17,0,1,0.64,0.2208999999999999,0.3582,0.229248,1,0.8218719530675913,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2011-04-28,18,0,1,0.64,0.2208999999999999,0.3582,0.229248,1,0.841917754177425,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2011-04-28,19,0,1,0.62,0.1848999999999999,0.2985,0.1850699999999999,1,0.8453556597500091,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2011-04-28,20,0,1,0.58,0.1848999999999999,0.2239,0.1298619999999999,1,0.8440735162678698,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2011-04-28,21,0,1,0.56,0.2116,0.1343,0.075208,1,0.8463485753419405,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2011-04-28,22,0,1,0.54,0.2025,0.1642,0.088668,1,0.8437551432947441,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2011-04-28,23,0,1,0.54,0.1521,0.0896,0.048384,1,0.8388922846577078,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2011-04-29,0,0,1,0.52,0.1521,0.2836,0.147472,0,0.8163168826313831,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2011-04-29,1,0,1,0.5,0.2025,0.0896,0.0448,0,0.8018548480591745,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2011-04-29,2,0,1,0.46,0.3969,0.1045,0.04807,0,0.7990380385685414,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2011-04-29,3,0,1,0.46,0.3480999999999999,0.0896,0.041216,0,0.8173170279753528,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2011-04-29,4,0,1,0.46,0.2601,0.1343,0.061778,0,0.8342918234201965,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2011-04-29,5,0,1,0.46,0.2208999999999999,0.1343,0.061778,0,0.9090063926361744,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2011-04-29,6,0,1,0.5,0.2025,0.2836,0.1418,0,0.9054121705685394,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2011-04-29,7,0,1,0.52,0.1763999999999999,0.194,0.10088,1,0.9052410889673276,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2011-04-29,8,0,1,0.54,0.1521,0.2985,0.16119,1,0.8967975977869581,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2011-04-29,9,0,1,0.54,0.1521,0.3284,0.177336,1,0.854061979877075,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2011-04-29,10,0,1,0.56,0.16,0.2836,0.158816,1,0.7610313538911803,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2011-04-29,11,0,1,0.6,0.1444,0.2239,0.13434,1,0.7484355684678509,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2011-04-29,12,0,1,0.56,0.1369,0.2836,0.158816,1,0.7706762783326729,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2011-04-29,13,0,1,0.56,0.1369,0.2985,0.16716,1,0.7616378079174793,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2011-04-29,14,0,1,0.6,0.1224999999999999,0.3284,0.19704,1,0.7343085608927046,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2011-04-29,15,0,1,0.56,0.16,0.2985,0.16716,1,0.7443709615117798,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2011-04-29,16,0,1,0.54,0.1763999999999999,0.3582,0.193428,1,0.7915030545157116,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2011-04-29,17,0,1,0.52,0.2025,0.3881,0.201812,1,0.8218719530675913,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2011-04-29,18,0,1,0.52,0.2304,0.3582,0.186264,1,0.841917754177425,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2011-04-29,19,0,1,0.46,0.3025,0.3284,0.151064,1,0.8453556597500091,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2011-04-29,20,0,1,0.48,0.2304,0.2239,0.1074719999999999,1,0.8440735162678698,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2011-04-29,21,0,1,0.46,0.2601,0.194,0.08924,1,0.8463485753419405,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2011-04-29,22,0,1,0.42,0.3364,0.1642,0.068964,1,0.8437551432947441,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2011-04-29,23,0,1,0.44,0.2916,0.0896,0.039424,1,0.8388922846577078,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-04-30,0,0,0,0.44,0.2916,0.2537,0.1116279999999999,0,0.8163168826313831,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-04-30,1,0,0,0.44,0.2916,0.1642,0.072248,0,0.8018548480591745,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-04-30,2,0,0,0.44,0.2916,0.2239,0.0985159999999999,0,0.7990380385685414,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-04-30,3,0,0,0.42,0.2916,0.194,0.08148,0,0.8173170279753528,0.7936381012161213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
